user_id,date,description,amount,category,type,source,is_anomaly,anomaly_score
1,2025-08-11 22:21:12.219276,Gift box wrapper,255.0,Miscellaneous,expense,UPI,False,0.0
1,2025-08-13 01:22:12.219276,Temple donation offering,93.0,Miscellaneous,expense,UPI,False,0.0
1,2025-08-14 04:47:12.219276,Shell Fuel Station,336.0,Transport,expense,UPI,False,0.0
1,2025-08-15 08:08:12.219276,CRITICAL SPIKE - Shoppers Stop shoes,13365.0,Shopping,expense,UPI,True,88.67535308574419
1,2025-08-18 22:43:12.219276,Scientific Calculator Casio,1421.0,Education,expense,UPI,False,0.0
1,2025-08-20 01:23:12.219276,Friend Splitwise repayment,439.0,Miscellaneous,expense,UPI,False,0.0
1,2025-08-22 09:40:12.219276,Laundry detergent detergent shop,306.0,Miscellaneous,expense,UPI,False,0.0
1,2025-08-24 06:53:12.219276,Friend Splitwise repayment,220.0,Miscellaneous,expense,UPI,False,0.0
1,2025-08-27 01:20:12.219276,Biryani House Restaurant,272.0,Food,expense,UPI,False,0.0
1,2025-08-27 10:13:12.219276,Electricity bill board,1782.0,Bills,expense,UPI,False,0.0
1,2025-08-28 00:29:12.219276,PG accommodation rent,157.0,Hostel,expense,UPI,False,0.0
1,2025-08-28 04:02:12.219276,Hostel laundry charges,81.0,Hostel,expense,UPI,False,0.0
1,2025-08-30 11:02:12.219276,Campus Canteen Maggie,321.0,Food,expense,UPI,False,0.0
1,2025-09-01 05:34:12.219276,Freelance Web Design payment,2447.0,Income,income,UPI,False,0.0
1,2025-08-31 20:49:12.219276,Chai Tapri Tea & Samosa,227.0,Food,expense,UPI,False,0.0
1,2025-09-04 06:49:12.219276,Sunglasses purchase store,466.0,Shopping,expense,UPI,False,0.0
1,2025-09-09 07:13:12.219276,Local vegetable vendor,307.0,Food,expense,UPI,False,0.0
1,2025-09-10 11:07:12.219276,Local thrift store jacket,864.0,Shopping,expense,UPI,False,0.0
1,2025-09-12 01:24:12.219276,University Exam Fee,694.0,Education,expense,UPI,False,0.0
1,2025-09-12 10:35:12.219276,Academic Journal Subscription,511.0,Education,expense,UPI,False,0.0
1,2025-09-12 21:53:12.219276,Lab manual printout charges,1229.0,Education,expense,UPI,False,0.0
1,2025-09-13 01:23:12.219276,University Exam Fee,1492.0,Education,expense,UPI,False,0.0
1,2025-09-12 23:07:12.219276,Student Mess Fees Monthly,337.0,Food,expense,UPI,False,0.0
1,2025-09-14 23:34:12.219276,Social media management fee,1324.0,Income,income,UPI,False,0.0
1,2025-09-14 23:44:12.219276,Temple donation offering,97.0,Miscellaneous,expense,UPI,False,0.0
1,2025-09-17 01:02:12.219276,Concert ticket EDM show,1078.0,Entertainment,expense,UPI,False,0.0
1,2025-09-21 02:11:12.219276,Zomato Order,281.0,Food,expense,UPI,False,0.0
1,2025-09-23 08:06:12.219276,Hostel Security Deposit Refundable,142.0,Hostel,expense,UPI,False,0.0
1,2025-09-25 10:50:12.219276,Student Mess Fees Monthly,378.0,Food,expense,UPI,False,0.0
1,2025-09-26 01:35:12.219276,BookMyShow Movie Ticket PVR,646.0,Entertainment,expense,UPI,False,0.0
1,2025-09-26 09:06:12.219276,Gas cylinder booking Indane,1815.0,Bills,expense,UPI,False,0.0
1,2025-09-26 00:07:12.219276,Laundry detergent detergent shop,496.0,Miscellaneous,expense,UPI,False,0.0
1,2025-09-28 04:36:12.219276,Laser tag game weekend,856.0,Entertainment,expense,UPI,False,0.0
1,2025-09-28 03:14:12.219276,Biryani House Restaurant,380.0,Food,expense,UPI,False,0.0
1,2025-09-29 22:15:12.219276,Auto Fare Cash,194.0,Transport,expense,UPI,False,0.0
1,2025-09-30 01:00:12.219276,Friend Splitwise repayment,323.0,Miscellaneous,expense,UPI,False,0.0
1,2025-10-01 05:30:12.219276,KFC Chicken meal,283.0,Food,expense,UPI,False,0.0
1,2025-10-03 05:44:12.219276,Hostel Room Heater Surcharge,5617.0,Hostel,expense,UPI,False,0.0
1,2025-10-06 21:16:12.219276,Campus Canteen Maggie,414.0,Food,expense,UPI,False,0.0
1,2025-10-07 02:42:12.219276,Supermarket Groceries,231.0,Food,expense,UPI,False,0.0
1,2025-10-08 00:54:12.219276,PG accommodation rent,101.0,Hostel,expense,UPI,False,0.0
1,2025-10-13 08:57:12.219276,Campus Canteen Maggie,289.0,Food,expense,UPI,False,0.0
1,2025-10-13 03:27:12.219276,University Exam Fee,1200.0,Education,expense,UPI,False,0.0
1,2025-10-14 05:34:12.219276,Coding gig client work,2096.0,Income,income,UPI,False,0.0
1,2025-10-15 00:06:12.219276,Jio Prepaid Mobile Recharge,2310.0,Bills,expense,UPI,False,0.0
1,2025-10-17 10:32:12.219276,Local Bus Ticket,183.0,Transport,expense,UPI,False,0.0
1,2025-10-17 10:28:12.219276,Auto Fare Cash,134.0,Transport,expense,UPI,False,0.0
1,2025-10-18 02:33:12.219276,Petrol Pump HP,185.0,Transport,expense,UPI,False,0.0
1,2025-10-22 21:27:12.219276,Burger King combo,357.0,Food,expense,UPI,False,0.0
1,2025-10-23 08:42:12.219276,KFC Chicken meal,422.0,Food,expense,UPI,False,0.0
1,2025-10-22 15:35:12.219276,MIDNIGHT SUSPICIOUS - Ola Cab Booking,321.0,Transport,expense,UPI,True,82.64332299232663
1,2025-10-25 02:53:12.219276,Maggie Point Gate 2,287.0,Food,expense,UPI,False,0.0
1,2025-10-25 07:58:12.219276,Supermarket Groceries,412.0,Food,expense,UPI,False,0.0
1,2025-10-25 00:39:12.219276,Board game cafe bill,1124.0,Entertainment,expense,UPI,False,0.0
1,2025-10-26 02:47:12.219276,Coaching class monthly fee,295.0,Education,expense,UPI,False,0.0
1,2025-10-26 04:31:12.219276,Laundry detergent detergent shop,188.0,Miscellaneous,expense,UPI,False,0.0
1,2025-10-26 22:06:12.219276,Hostel Washing Machine Token,148.0,Hostel,expense,UPI,False,0.0
1,2025-10-29 21:34:12.219276,BookMyShow Movie Ticket PVR,947.0,Entertainment,expense,UPI,False,0.0
1,2025-10-31 03:10:12.219276,Netflix subscription premium,747.0,Entertainment,expense,UPI,False,0.0
1,2025-11-02 04:54:12.219276,Photocopy shop xerox notes,1433.0,Education,expense,UPI,False,0.0
1,2025-11-02 07:54:12.219276,Gift box wrapper,152.0,Miscellaneous,expense,UPI,False,0.0
1,2025-11-03 10:25:12.219276,Hostel Room Rent Monthly AC,8403.0,Hostel,expense,UPI,False,0.0
1,2025-11-05 06:44:12.219276,Academic Journal Subscription,274.0,Education,expense,UPI,False,0.0
1,2025-11-07 10:40:12.219276,Gift box wrapper,306.0,Miscellaneous,expense,UPI,False,0.0
1,2025-11-07 06:53:12.219276,Book Store college textbooks,751.0,Shopping,expense,UPI,False,0.0
1,2025-11-08 23:25:12.219276,Local Bus Ticket,172.0,Transport,expense,UPI,False,0.0
1,2025-11-10 05:41:12.219276,Nike showroom sneakers,2817.0,Shopping,expense,UPI,False,0.0
1,2025-11-12 00:54:12.219276,Juice Shop hostel,165.0,Food,expense,UPI,False,0.0
1,2025-11-12 02:52:12.219276,Cloud storage Google One,785.0,Bills,expense,UPI,False,0.0
1,2025-11-12 23:34:12.219276,Social media management fee,1382.0,Income,income,UPI,False,0.0
1,2025-11-13 02:53:12.219276,GitHub Copilot Subscription,995.0,Bills,expense,UPI,False,0.0
1,2025-11-15 02:25:12.219276,Noodles corner,140.0,Food,expense,UPI,False,0.0
1,2025-11-16 23:49:12.219276,Netflix subscription premium,717.0,Entertainment,expense,UPI,False,0.0
1,2025-11-18 08:06:12.219276,Laser tag game weekend,1075.0,Entertainment,expense,UPI,False,0.0
1,2025-11-19 10:14:12.219276,Cloud storage Google One,1440.0,Bills,expense,UPI,False,0.0
1,2025-11-20 10:03:12.219276,Supermarket Groceries,315.0,Food,expense,UPI,False,0.0
1,2025-11-21 07:16:12.219276,Myntra t-shirt purchase,3081.0,Shopping,expense,UPI,False,0.0
1,2025-11-22 09:15:12.219276,Student Mess Fees Monthly,400.0,Food,expense,UPI,False,0.0
1,2025-11-24 09:18:12.219276,Electricity bill board,133.0,Bills,expense,UPI,False,0.0
1,2025-11-23 22:40:12.219276,Noodles corner,116.0,Food,expense,UPI,False,0.0
1,2025-11-23 23:38:12.219276,Scientific Calculator Casio,380.0,Education,expense,UPI,False,0.0
1,2025-11-24 09:56:12.219276,PG accommodation rent,52.0,Hostel,expense,UPI,False,0.0
1,2025-11-24 22:42:12.219276,Pub weekend entry cover charge,1056.0,Entertainment,expense,UPI,False,0.0
1,2025-11-26 02:51:12.219276,Bowling Alley Arena,1029.0,Entertainment,expense,UPI,False,0.0
1,2025-11-26 02:21:12.219276,KFC Chicken meal,417.0,Food,expense,UPI,False,0.0
1,2025-11-26 10:58:12.219276,Concert ticket EDM show,261.0,Entertainment,expense,UPI,False,0.0
1,2025-11-27 07:33:12.219276,ATM Cash withdrawal Self,320.0,Miscellaneous,expense,UPI,False,0.0
1,2025-11-27 03:47:12.219276,Water supply bill,168.0,Bills,expense,UPI,False,0.0
1,2025-11-28 01:34:12.219276,TA Stipend College Dept,2275.0,Income,income,UPI,False,0.0
1,2025-11-28 00:08:12.219276,Campus Canteen Maggie,120.0,Food,expense,UPI,False,0.0
1,2025-11-28 05:18:12.219276,Photocopy shop xerox notes,1430.0,Education,expense,UPI,False,0.0
1,2025-11-30 01:05:12.219276,Swiggy Delivery Hyderabad,442.0,Food,expense,UPI,False,0.0
1,2025-12-01 04:20:12.219276,Hostel laundry charges,116.0,Hostel,expense,UPI,False,0.0
1,2025-12-01 11:03:12.219276,Campus Canteen Maggie,444.0,Food,expense,UPI,False,0.0
1,2025-12-03 06:41:12.219276,Shell Fuel Station,193.0,Transport,expense,UPI,False,0.0
1,2025-12-02 20:59:12.219276,Hostel warden room repair,8194.0,Hostel,expense,UPI,False,0.0
1,2025-12-09 09:05:12.219276,Myntra t-shirt purchase,1240.0,Shopping,expense,UPI,False,0.0
1,2025-12-09 03:31:12.219276,Dominos Pizza,444.0,Food,expense,UPI,False,0.0
1,2025-12-08 23:06:12.219276,Hostel Room Heater Surcharge,145.0,Hostel,expense,UPI,False,0.0
1,2025-12-10 02:52:12.219276,Biryani House Restaurant,370.0,Food,expense,UPI,False,0.0
1,2025-12-09 22:43:12.219276,Local thrift store jacket,705.0,Shopping,expense,UPI,False,0.0
1,2025-12-11 09:53:12.219276,Juice Shop hostel,263.0,Food,expense,UPI,False,0.0
1,2025-12-12 23:46:12.219276,Swiggy Delivery Hyderabad,111.0,Food,expense,UPI,False,0.0
1,2025-12-13 19:38:12.219276,Biryani House Restaurant,380.0,Food,expense,UPI,False,0.0
1,2025-12-14 05:41:12.219276,Parking charges mall,257.0,Transport,expense,UPI,False,0.0
1,2025-12-15 06:47:12.219276,Electricity bill board,1667.0,Bills,expense,UPI,False,0.0
1,2025-12-14 21:13:12.219276,Campus Canteen Maggie,223.0,Food,expense,UPI,False,0.0
1,2025-12-17 21:34:12.219276,Part time tutoring kid,1350.0,Income,income,UPI,False,0.0
1,2025-12-17 22:49:12.219276,Hostel Washing Machine Token,199.0,Hostel,expense,UPI,False,0.0
1,2025-12-18 03:10:12.219276,Auto Fare Cash,303.0,Transport,expense,UPI,False,0.0
1,2025-12-20 04:34:12.219276,Part time tutoring kid,2356.0,Income,income,UPI,False,0.0
1,2025-12-21 06:38:12.219276,Biryani House Restaurant,440.0,Food,expense,UPI,False,0.0
1,2025-12-21 01:20:12.219276,Photocopy shop xerox notes,789.0,Education,expense,UPI,False,0.0
1,2025-12-22 08:28:12.219276,Concert ticket EDM show,753.0,Entertainment,expense,UPI,False,0.0
1,2025-12-23 02:56:12.219276,ATM Cash withdrawal Self,304.0,Miscellaneous,expense,UPI,False,0.0
1,2025-12-25 11:24:12.219276,DTH TV recharge Tata Sky,1538.0,Bills,expense,UPI,False,0.0
1,2025-12-25 09:38:12.219276,Gift box wrapper,438.0,Miscellaneous,expense,UPI,False,0.0
1,2025-12-24 21:55:12.219276,Campus Canteen Maggie,90.0,Food,expense,UPI,False,0.0
1,2025-12-26 06:12:12.219276,Local vegetable vendor,118.0,Food,expense,UPI,False,0.0
1,2025-12-26 08:44:12.219276,Laundry detergent detergent shop,410.0,Miscellaneous,expense,UPI,False,0.0
1,2025-12-26 09:18:12.219276,Zomato Order,249.0,Food,expense,UPI,False,0.0
1,2025-12-26 20:59:12.219276,H&M jeans,1553.0,Shopping,expense,UPI,False,0.0
1,2025-12-27 06:34:12.219276,Temple donation offering,480.0,Miscellaneous,expense,UPI,False,0.0
1,2025-12-29 23:41:12.219276,Train Ticket IRCTC,183.0,Transport,expense,UPI,False,0.0
1,2025-12-29 23:36:12.219276,Airtel broadband wifi,784.0,Bills,expense,UPI,False,0.0
1,2025-12-30 03:54:12.219276,Spotify Premium monthly plan,1041.0,Entertainment,expense,UPI,False,0.0
1,2026-01-02 02:42:12.219276,Flipkart electronics gadget,1548.0,Shopping,expense,UPI,False,0.0
1,2026-01-03 09:47:12.219276,Library overdue book fine,1338.0,Education,expense,UPI,False,0.0
1,2026-01-05 07:05:12.219276,Hostel Room Heater Surcharge,81.0,Hostel,expense,UPI,False,0.0
1,2026-01-05 04:35:12.219276,KFC Chicken meal,212.0,Food,expense,UPI,False,0.0
1,2026-01-06 23:34:12.219276,TA Stipend College Dept,741.0,Income,income,UPI,False,0.0
1,2026-01-07 07:09:12.219276,Hostel laundry charges,151.0,Hostel,expense,UPI,False,0.0
1,2026-01-07 10:38:12.219276,Temple donation offering,194.0,Miscellaneous,expense,UPI,False,0.0
1,2026-01-08 03:31:12.219276,Library overdue book fine,1434.0,Education,expense,UPI,False,0.0
1,2026-01-09 11:32:12.219276,Netflix subscription premium,538.0,Entertainment,expense,UPI,False,0.0
1,2026-01-12 06:14:12.219276,Coursera Certificate subscription,1098.0,Education,expense,UPI,False,0.0
1,2026-01-12 01:05:12.219276,Swiggy Delivery Hyderabad,311.0,Food,expense,UPI,False,0.0
1,2026-01-15 04:52:12.219276,Lost cash wallet,135.0,Miscellaneous,expense,UPI,False,0.0
1,2026-01-15 06:31:12.219276,GitHub Copilot Subscription,2246.0,Bills,expense,UPI,False,0.0
1,2026-01-15 00:41:12.219276,Toll plaza fee,97.0,Transport,expense,UPI,False,0.0
1,2026-01-16 23:15:12.219276,PG accommodation rent,62.0,Hostel,expense,UPI,False,0.0
1,2026-01-18 05:00:12.219276,Starbucks Coffee,435.0,Food,expense,UPI,False,0.0
1,2026-01-20 10:55:12.219276,Swiggy Delivery Hyderabad,360.0,Food,expense,UPI,False,0.0
1,2026-01-20 10:43:12.219276,Uber Auto Ride,36.0,Transport,expense,UPI,False,0.0
1,2026-01-20 21:28:12.219276,Flipkart electronics gadget,2301.0,Shopping,expense,UPI,False,0.0
1,2026-01-21 05:56:12.219276,Swiggy Delivery Hyderabad,150.0,Food,expense,UPI,False,0.0
1,2026-01-22 00:40:12.219276,BookMyShow Movie Ticket PVR,381.0,Entertainment,expense,UPI,False,0.0
1,2026-01-23 11:32:12.219276,ATM Cash withdrawal Self,491.0,Miscellaneous,expense,UPI,False,0.0
1,2026-01-23 04:15:12.219276,Water supply bill,1784.0,Bills,expense,UPI,False,0.0
1,2026-01-24 22:24:12.219276,Laser tag game weekend,223.0,Entertainment,expense,UPI,False,0.0
1,2026-01-25 21:31:12.219276,Decathlon sports gear,2538.0,Shopping,expense,UPI,False,0.0
1,2026-01-26 23:33:12.219276,Spotify Premium monthly plan,670.0,Entertainment,expense,UPI,False,0.0
1,2026-01-28 23:40:12.219276,Hostel laundry charges,95.0,Hostel,expense,UPI,False,0.0
1,2026-01-31 01:06:12.219276,Car rental service,178.0,Transport,expense,UPI,False,0.0
1,2026-02-02 21:18:12.219276,Zara retail mall,1573.0,Shopping,expense,UPI,False,0.0
1,2026-02-04 03:21:12.219276,Hostel Room Rent Monthly AC,141.0,Hostel,expense,UPI,False,0.0
1,2026-02-05 07:58:12.219276,Bike taxi Rapido,177.0,Transport,expense,UPI,False,0.0
1,2026-02-05 07:22:12.219276,LUXURY DIAMOND RING JEWELLER,104036.0,Entertainment,expense,UPI,True,76.28352820930765
1,2026-02-05 05:02:12.219276,Temple donation offering,428.0,Miscellaneous,expense,UPI,False,0.0
1,2026-02-06 00:33:12.219276,CRITICAL SPIKE - Biryani House Restaurant,3150.0,Food,expense,UPI,True,81.65828345523948
1,2026-02-07 06:48:12.219276,Student Mess Fees Monthly,358.0,Food,expense,UPI,False,0.0
1,2026-02-06 23:16:12.219276,Temple donation offering,293.0,Miscellaneous,expense,UPI,False,0.0
1,2026-02-08 22:34:12.219276,Coding gig client work,2304.0,Income,income,UPI,False,0.0
1,2026-02-10 09:27:12.219276,Hostel Room Rent Monthly AC,66.0,Hostel,expense,UPI,False,0.0
1,2026-02-09 21:38:12.219276,Swiggy Delivery Hyderabad,315.0,Food,expense,UPI,False,0.0
1,2026-02-10 20:15:12.219276,Bowling Alley Arena,184.0,Entertainment,expense,UPI,False,0.0
1,2026-02-10 21:56:12.219276,ATM Cash withdrawal Self,437.0,Miscellaneous,expense,UPI,False,0.0
1,2026-02-12 05:17:12.219276,Board game cafe bill,754.0,Entertainment,expense,UPI,False,0.0
1,2026-02-11 20:10:12.219276,College Tuition Fee Semester 1,1236.0,Education,expense,UPI,False,0.0
1,2026-02-13 10:15:12.219276,Dominos Pizza,423.0,Food,expense,UPI,False,0.0
1,2026-02-15 03:34:12.219276,Freelance Web Design payment,2824.0,Income,income,UPI,False,0.0
1,2026-02-15 22:31:12.219276,Hostel Security Deposit Refundable,117.0,Hostel,expense,UPI,False,0.0
1,2026-02-17 03:34:12.219276,Social media management fee,2571.0,Income,income,UPI,False,0.0
1,2026-02-17 09:44:12.219276,Car rental service,114.0,Transport,expense,UPI,False,0.0
1,2026-02-18 03:22:12.219276,Local vegetable vendor,327.0,Food,expense,UPI,False,0.0
1,2026-02-17 21:16:12.219276,Jio Prepaid Mobile Recharge,357.0,Bills,expense,UPI,False,0.0
1,2026-02-19 03:58:12.219276,Laser tag game weekend,898.0,Entertainment,expense,UPI,False,0.0
1,2026-02-20 22:06:12.219276,Juice Shop hostel,151.0,Food,expense,UPI,False,0.0
1,2026-02-22 05:34:12.219276,Freelance Web Design payment,2778.0,Income,income,UPI,False,0.0
1,2026-02-26 09:26:12.219276,Laser tag game weekend,420.0,Entertainment,expense,UPI,False,0.0
1,2026-02-28 19:58:12.219276,Uber Auto Ride,33.0,Transport,expense,UPI,False,0.0
1,2026-03-01 00:01:12.219276,Toll plaza fee,191.0,Transport,expense,UPI,False,0.0
1,2026-03-01 22:47:12.219276,Local vegetable vendor,197.0,Food,expense,UPI,False,0.0
1,2026-03-03 00:58:12.219276,PG accommodation rent,7355.0,Hostel,expense,UPI,False,0.0
1,2026-03-03 21:34:12.219276,Coding gig client work,527.0,Income,income,UPI,False,0.0
1,2026-03-04 04:46:12.219276,Supermarket Groceries,333.0,Food,expense,UPI,False,0.0
1,2026-03-04 01:17:12.219276,Chai Tapri Tea & Samosa,386.0,Food,expense,UPI,False,0.0
1,2026-03-04 22:34:12.219276,Part time tutoring kid,844.0,Income,income,UPI,False,0.0
1,2026-03-04 20:21:12.219276,Bowling Alley Arena,959.0,Entertainment,expense,UPI,False,0.0
1,2026-03-06 04:30:12.219276,Juice Shop hostel,230.0,Food,expense,UPI,False,0.0
1,2026-03-08 03:34:12.219276,Freelance Web Design payment,1493.0,Income,income,UPI,False,0.0
1,2026-03-09 11:21:12.219276,Scientific Calculator Casio,1274.0,Education,expense,UPI,False,0.0
1,2026-03-09 02:46:12.219276,Local Bus Ticket,153.0,Transport,expense,UPI,False,0.0
1,2026-03-08 23:32:12.219276,Car rental service,212.0,Transport,expense,UPI,False,0.0
1,2026-03-11 09:41:12.219276,Juice Shop hostel,257.0,Food,expense,UPI,False,0.0
1,2026-03-11 01:58:12.219276,Hostel Room Heater Surcharge,130.0,Hostel,expense,UPI,False,0.0
1,2026-03-12 04:04:12.219276,Coaching class monthly fee,483.0,Education,expense,UPI,False,0.0
1,2026-03-14 20:47:12.219276,ATM Cash withdrawal Self,253.0,Miscellaneous,expense,UPI,False,0.0
1,2026-03-16 01:14:12.219276,Student Mess Fees Monthly,394.0,Food,expense,UPI,False,0.0
1,2026-03-15 21:44:12.219276,Photocopy shop xerox notes,1270.0,Education,expense,UPI,False,0.0
1,2026-03-16 19:42:12.219276,Coaching class monthly fee,1022.0,Education,expense,UPI,False,0.0
1,2026-03-17 22:33:12.219276,Starbucks Coffee,165.0,Food,expense,UPI,False,0.0
1,2026-03-19 05:02:12.219276,Supermarket Groceries,279.0,Food,expense,UPI,False,0.0
1,2026-03-20 22:02:12.219276,Hostel Washing Machine Token,138.0,Hostel,expense,UPI,False,0.0
1,2026-03-23 01:19:12.219276,Udemy Python Course,1248.0,Education,expense,UPI,False,0.0
1,2026-03-23 10:13:12.219276,Ola Cab Booking,123.0,Transport,expense,UPI,False,0.0
1,2026-03-23 19:45:12.219276,Jio Prepaid Mobile Recharge,1413.0,Bills,expense,UPI,False,0.0
1,2026-03-24 05:39:12.219276,Gas cylinder booking Indane,1999.0,Bills,expense,UPI,False,0.0
1,2026-03-26 08:23:12.219276,Netflix subscription premium,399.0,Entertainment,expense,UPI,False,0.0
